# BME688 cage-odor heater-sweep log
# firmware_version,cage-odor-1.2.0
# session_start_iso,(no RTC)
# session_start_unix,0
# rtc_present,0
# sensors_detected,8 of 8
# sensor,0,logical_id,0,enabled,1,ok,1,unique_id,0x2ED18B51
# sensor,1,logical_id,1,enabled,1,ok,1,unique_id,0x2ED19951
# sensor,2,logical_id,2,enabled,1,ok,1,unique_id,0x2ED19B51
# sensor,3,logical_id,3,enabled,1,ok,1,unique_id,0x2ED19D51
# sensor,4,logical_id,4,enabled,1,ok,1,unique_id,0x2ED1A051
# sensor,5,logical_id,5,enabled,1,ok,1,unique_id,0x2ED1A251
# sensor,6,logical_id,6,enabled,1,ok,1,unique_id,0x2ED1A451
# sensor,7,logical_id,7,enabled,1,ok,1,unique_id,0x2ED19C4A
# profile_rotate_ms,120000
# n_profiles,4
# profile,0,bosch_default,meas_dur_ms,140,temps,320 100 100 100 200 200 200 320 320 320,muls,5 2 10 30 5 5 5 5 5 5
# profile,1,ramp_200_350,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,10 10 10 10 10 10 10 10 10 10
# profile,2,ramp_short_dwell,meas_dur_ms,140,temps,200 217 233 250 267 283 300 317 333 350,muls,3 3 3 3 3 3 3 3 3 3
# profile,3,ramp_long_dwell,meas_dur_ms,300,temps,200 217 233 250 267 283 300 317 333 350,muls,20 20 20 20 20 20 20 20 20 20
#
timestamp_iso,millis,unix_time,label,label_name,marker,sensor_idx,logical_id,profile_id,profile_name,profile_cycle,heater_step,heater_temp_c,heater_dur_ms,gas_resistance_ohm,temperature_c,humidity_pct,pressure_pa,idac,res_heat,gas_wait_reg,status,gas_valid,heat_stable,meas_index,skipped
,7979895,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,7,317,297,518218.62,42.087,14.169,99964.17,167,105,3,144,0,1,232,69
,7986062,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,1,217,297,4457018.50,42.455,13.371,99972.69,142,84,3,176,1,1,19,83
,7988437,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,7,317,297,462093.88,41.881,14.779,99944.05,175,106,3,176,1,1,37,103
,7989977,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,1,217,297,3755214.25,41.893,14.189,99960.95,139,80,3,176,1,1,49,72
,7989979,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,1,217,297,7884504.50,42.571,13.571,99958.70,140,82,3,128,0,0,48,82
,7991802,0,1,CLEAN,,4,4,2,ramp_short_dwell,67,5,283,297,1264978.37,42.928,13.002,99973.54,160,100,3,144,0,1,59,176
,7993903,0,1,CLEAN,,3,3,2,ramp_short_dwell,67,0,200,297,441760.13,43.061,13.503,99966.90,133,77,3,144,0,1,74,185
,7994748,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,2,233,297,3994149.25,42.618,12.619,99960.81,154,84,3,128,0,0,80,167
,7997270,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,8,333,297,442906.56,42.765,13.188,99969.33,173,113,3,176,1,1,100,80
,7999507,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,4,267,297,952558.13,41.961,14.183,99963.23,154,92,3,176,1,1,118,68
,8000630,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,7,317,297,611525.81,42.749,13.564,99957.12,168,107,3,144,0,1,125,76
,8001610,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,9,350,297,419758.16,41.997,14.759,99942.29,183,115,3,144,0,1,132,94
,8008617,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,6,300,297,729864.56,42.615,13.364,99972.88,165,105,3,144,0,1,182,81
,8009452,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,8,333,297,388467.37,42.233,14.201,99965.04,171,109,3,176,1,1,190,71
,8011975,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,4,267,297,1743349.62,42.608,13.518,99960.35,155,94,3,144,0,1,207,81
,8015616,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,3,250,297,2642580.75,41.686,14.693,99945.31,157,90,3,144,0,1,233,100
,8016459,0,1,CLEAN,,4,4,2,ramp_short_dwell,67,4,267,297,1885385.50,42.908,12.882,99975.13,155,96,3,144,0,1,236,176
,8018563,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,9,350,297,390914.28,42.982,12.784,99959.85,186,113,3,144,0,1,251,170
,8019259,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,2,233,297,3768169.25,41.928,14.151,99964.42,144,84,3,144,0,1,5,70
,8019683,0,1,CLEAN,,3,3,2,ramp_short_dwell,67,1,217,297,4619114.50,42.757,13.438,99962.75,138,81,3,160,1,0,3,184
,8019827,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,3,250,297,2629855.50,42.465,13.436,99970.76,151,92,3,144,0,1,7,80
,8022905,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,0,200,297,7918801.50,42.719,13.543,99963.57,133,77,3,176,1,1,30,78
,8029066,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,6,300,297,669062.38,42.082,14.163,99966.53,162,100,3,144,0,1,76,70
,8029074,0,1,CLEAN,,5,5,2,ramp_short_dwell,67,3,250,297,2377939.00,42.782,13.385,99957.59,151,88,3,144,0,1,68,157
,8029207,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,5,283,297,731428.56,41.834,14.700,99945.69,166,98,3,176,1,1,75,97
,8029352,0,1,CLEAN,,5,5,2,ramp_short_dwell,67,4,267,297,1531215.00,42.807,13.401,99956.16,156,92,3,144,0,1,70,1
,8031034,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,0,200,297,426311.41,42.822,13.309,99974.73,136,80,3,144,0,1,88,80
,8034110,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,7,317,297,484046.31,42.846,13.569,99959.17,168,107,3,176,1,1,111,80
,8039289,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,0,200,297,6305176.00,42.104,14.150,99968.30,134,76,3,176,1,1,150,73
,8042512,0,1,CLEAN,,4,4,2,ramp_short_dwell,67,6,300,297,889854.44,43.079,12.949,99977.87,165,105,3,144,0,1,167,186
,8042518,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,6,300,297,743375.69,42.825,12.668,99963.22,173,100,3,144,0,1,167,171
,8043074,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,7,317,297,434174.25,42.920,12.612,99963.09,178,105,3,176,1,1,171,3
,8043215,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,9,350,297,439202.22,42.852,13.395,99974.27,177,117,3,144,0,1,176,87
,8043351,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,9,350,297,397515.53,42.082,14.703,99944.66,183,115,3,176,1,1,177,101
,8045454,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,5,283,297,1156735.37,42.688,13.482,99962.23,159,98,3,144,0,1,193,81
,8047417,0,1,CLEAN,,3,3,2,ramp_short_dwell,67,8,333,297,501837.78,43.066,13.503,99967.69,170,110,3,144,0,1,202,198
,8049097,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,4,267,297,1417301.00,42.014,14.140,99964.79,154,92,3,144,0,1,221,70
,8054424,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,6,300,297,725983.69,42.675,13.253,99972.67,165,105,3,144,0,1,1,80
,8056800,0,1,CLEAN,,2,2,2,ramp_short_dwell,67,2,233,297,4457018.50,42.613,13.568,99961.35,145,86,3,144,0,1,19,81
,8057079,0,1,CLEAN,,0,0,2,ramp_short_dwell,67,2,233,297,2665799.00,41.728,14.640,99945.35,151,85,3,176,1,1,20,98
,8059041,0,1,CLEAN,,1,1,2,ramp_short_dwell,67,8,333,297,416175.56,42.283,14.163,99964.23,171,109,3,144,0,1,37,71
,8066048,0,1,CLEAN,,6,6,2,ramp_short_dwell,67,4,267,297,1681100.00,42.565,13.203,99971.70,157,97,3,144,0,1,85,83
,8066054,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,2,233,297,2463759.50,42.678,12.636,99962.33,154,84,3,160,1,0,80,164
,8066328,0,1,CLEAN,,7,7,2,ramp_short_dwell,67,3,250,297,2463759.50,42.703,12.687,99962.45,159,88,3,128,0,0,82,1
,8067831,0,1,CLEAN,profile_change,,,3,ramp_long_dwell,68,,,,,,,,,,,,,,
,8067836,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,8,333,5180,462406.87,42.039,14.675,99948.16,178,110,20,144,0,1,97,0
,8068140,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,9,350,5180,383664.28,42.356,14.137,99963.62,175,113,20,144,0,1,100,0
,8068140,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,9,350,5180,377720.41,42.379,14.158,99964.30,175,113,20,176,1,1,101,0
,8068141,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,8,333,5180,439484.97,42.957,13.644,99958.64,171,111,20,176,1,1,98,0
,8068142,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,6,300,5180,600234.44,43.001,13.425,99966.87,162,102,20,176,1,1,92,0
,8068143,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,6,300,5180,634841.94,43.127,12.976,99979.56,165,105,20,176,1,1,92,0
,8068143,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,7,317,5180,634841.94,43.145,12.942,99979.32,168,109,20,144,0,1,93,0
,8068144,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,5,283,5180,729864.56,42.931,13.397,99956.05,160,96,20,176,1,1,89,0
,8068146,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,8,333,5180,430071.41,42.835,13.305,99975.70,173,113,20,176,1,1,98,0
,8068147,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,7,317,5180,561711.44,42.887,12.631,99963.53,178,105,20,144,0,1,93,0
,8068745,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,0,200,5180,561711.44,42.626,12.659,99962.73,142,75,20,144,0,1,1,163
,8069344,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,0,200,5180,634841.94,42.706,12.853,99977.19,135,79,20,144,0,1,3,165
,8075043,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,1,217,5180,2282530.00,41.664,14.324,99964.70,139,80,20,144,0,1,23,177
,8075048,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,1,217,5180,2891634.25,42.285,13.627,99961.85,140,82,20,128,0,0,23,180
,8077145,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,1,217,5180,2221258.25,41.475,14.824,99950.29,146,81,20,144,0,1,30,188
,8079549,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,1,217,5180,2144502.50,42.431,13.593,99965.23,139,81,20,144,0,1,38,201
,8079552,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,1,217,5180,2422235.25,42.172,13.378,99974.23,142,84,20,144,0,1,38,195
,8082857,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,2,233,5180,814962.19,42.562,13.479,99958.00,146,84,20,144,0,1,49,215
,8083458,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,2,233,5180,941392.81,42.444,12.815,99963.63,154,84,20,144,0,1,51,49
,8084657,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,2,233,5180,982018.69,42.683,13.170,99976.63,146,88,20,144,0,1,55,51
,8085556,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,2,233,5180,471672.03,41.749,14.313,99964.90,144,84,20,160,1,0,59,35
,8085858,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,3,250,5180,563101.44,42.400,13.643,99959.15,150,90,20,144,0,1,60,36
,8089459,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,3,250,5180,488899.50,41.646,14.817,99941.98,157,90,20,144,0,1,72,41
,8090964,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,3,250,5180,518612.31,42.382,13.472,99968.03,151,92,20,144,0,1,77,38
,8094863,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,4,267,5180,387145.56,42.795,13.565,99958.48,154,94,20,144,0,1,90,51
,8096061,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,4,267,5180,315659.69,41.971,14.243,99958.15,154,92,20,144,0,1,95,35
,8097264,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,4,267,5180,336842.09,42.618,13.648,99954.20,155,94,20,176,1,1,99,38
,8098769,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,5,283,5180,310209.03,42.750,12.779,99960.70,168,96,20,144,0,1,103,51
,8100267,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,5,283,5180,358794.69,43.019,13.165,99976.13,160,100,20,144,0,1,108,52
,8101770,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,5,283,5180,306862.44,42.921,13.575,99953.88,160,96,20,144,0,1,113,63
,8102067,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,5,283,5180,308805.78,41.846,14.726,99943.84,166,98,20,144,0,1,115,42
,8102373,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,5,283,5180,322519.69,42.652,13.277,99971.33,161,101,20,144,0,1,116,38
,8106870,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,6,300,5180,300910.97,42.215,14.145,99966.95,162,100,20,144,0,1,132,36
,8108671,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,6,300,5180,360690.37,42.867,13.535,99956.94,163,102,20,144,0,1,138,38
,8110472,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,7,317,5180,459295.81,43.134,13.200,99965.74,166,106,20,144,0,1,143,52
,8113777,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,7,317,5180,441474.47,42.894,13.189,99973.18,169,109,20,144,0,1,155,38
,8113781,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,7,317,5180,366893.59,43.074,12.609,99960.58,178,105,20,144,0,1,154,50
,8114673,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,7,317,5180,409927.94,42.074,14.622,99945.73,175,106,20,144,0,1,158,42
,8116178,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,8,333,5180,570155.87,43.370,12.843,99976.20,172,113,20,144,0,1,162,53
,8117676,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,8,333,5180,456836.94,42.464,14.036,99966.07,171,109,20,144,0,1,169,36
,8120077,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,8,333,5180,515479.50,43.145,13.428,99960.80,171,111,20,144,0,1,177,38
,8121280,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,8,333,5180,553513.50,43.340,13.242,99960.52,172,108,20,176,1,1,179,65
,8125483,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,9,350,5180,573027.44,43.149,13.077,99974.18,177,117,20,144,0,1,195,39
,8126680,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,9,350,5180,600762.69,43.483,13.297,99971.19,174,114,20,144,0,1,198,54
,8126979,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,0,200,5180,564498.38,42.145,14.464,99951.31,140,77,20,144,0,1,200,41
,8128481,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,0,200,5180,529472.62,41.913,13.910,99964.06,134,76,20,144,0,1,206,36
,8129387,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,0,200,5180,515869.03,42.586,12.548,99962.83,142,75,20,144,0,1,207,52
,8131483,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,0,200,5180,592935.75,42.377,13.347,99959.56,134,77,20,144,0,1,216,38
,8132085,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,0,200,5180,658732.69,42.663,12.901,99977.34,135,79,20,144,0,1,216,53
,8136889,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,1,217,5180,3444911.75,42.317,13.424,99974.34,142,84,20,144,0,1,234,38
,8139284,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,2,233,5180,1038802.94,41.830,14.216,99961.45,144,84,20,128,0,0,243,36
,8139584,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,2,233,5180,1247639.37,41.625,14.700,99945.60,151,85,20,128,0,0,243,42
,8139889,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,2,233,5180,1225246.75,42.643,13.478,99953.48,147,84,20,144,0,1,242,62
,8142289,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,2,233,5180,1450424.87,42.622,13.572,99961.13,144,85,20,144,0,1,251,52
,8142889,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,2,233,5180,1385656.25,42.468,13.611,99956.15,145,86,20,144,0,1,255,38
,8144695,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,2,233,5180,707182.31,42.558,12.736,99960.17,155,84,20,176,1,1,3,51
,8147997,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,3,250,5180,732213.06,42.880,12.995,99975.91,151,92,20,144,0,1,14,53
,8148003,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,3,250,5180,610978.50,42.480,13.382,99971.41,152,92,20,144,0,1,16,37
,8149495,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,3,250,5180,538239.19,41.931,14.297,99964.13,149,88,20,144,0,1,22,34
,8151897,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,4,267,5180,410667.75,41.796,14.688,99944.34,162,94,20,144,0,1,29,41
,8154298,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,4,267,5180,459914.66,42.673,13.611,99957.66,155,94,20,144,0,1,38,38
,8157599,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,5,283,5180,401253.91,42.943,13.547,99966.69,157,97,20,128,0,0,47,51
,8158501,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,5,283,5180,354693.47,42.976,13.463,99955.91,160,96,20,128,0,0,49,62
,8159704,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,5,283,5180,355062.41,42.722,13.255,99972.75,161,101,20,144,0,1,56,39
,8159705,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,5,283,5180,358794.69,42.867,12.590,99963.51,168,96,20,144,0,1,54,50
,8160300,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,5,283,5180,305762.91,42.165,14.203,99968.79,158,96,20,144,0,1,59,36
,8163605,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,6,300,5180,424984.44,43.198,12.885,99973.33,165,105,20,144,0,1,67,52
,8164502,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,6,300,5180,365714.28,42.009,14.735,99945.58,171,102,20,144,0,1,72,42
,8165404,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,6,300,5180,400078.12,42.912,13.327,99955.40,163,102,20,144,0,1,76,37
,8171108,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,7,317,5180,458063.06,42.949,13.196,99970.72,169,109,20,144,0,1,95,38
,8171403,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,7,317,5180,381947.03,42.414,14.039,99962.98,167,105,20,144,0,1,97,37
,8173507,0,1,CLEAN,,3,3,3,ramp_long_dwell,68,7,317,5180,481655.69,43.264,13.352,99964.05,167,106,20,144,0,1,101,53
,8175011,0,1,CLEAN,,7,7,3,ramp_long_dwell,68,8,333,5180,461157.41,43.209,12.570,99957.27,182,109,20,144,0,1,106,51
,8177106,0,1,CLEAN,,0,0,3,ramp_long_dwell,68,8,333,5180,493137.50,42.230,14.488,99946.05,178,110,20,144,0,1,115,42
,8177108,0,1,CLEAN,,2,2,3,ramp_long_dwell,68,8,333,5180,531533.88,43.183,13.340,99956.98,171,111,20,144,0,1,116,39
,8177710,0,1,CLEAN,,5,5,3,ramp_long_dwell,68,8,333,5180,513154.59,43.372,13.188,99957.10,172,108,20,144,0,1,114,64
,8179511,0,1,CLEAN,,4,4,3,ramp_long_dwell,68,8,333,5180,584808.69,43.508,12.661,99976.04,172,113,20,144,0,1,121,53
,8181910,0,1,CLEAN,,1,1,3,ramp_long_dwell,68,9,350,5180,518218.62,42.631,13.879,99961.91,175,113,20,144,0,1,133,35
,8182516,0,1,CLEAN,,6,6,3,ramp_long_dwell,68,9,350,5180,576901.44,43.182,13.093,99969.49,176,117,20,144,0,1,134,38
,8187993,0,1,CLEAN,profile_change,,,0,bosch_default,69,,,,,,,,,,,,,,
,8187998,0,1,CLEAN,,0,0,0,bosch_default,69,0,320,495,571588.06,41.696,14.426,99938.09,140,107,5,144,0,1,152,0
,8188142,0,1,CLEAN,,1,1,0,bosch_default,69,0,320,495,532362.87,41.888,13.883,99958.53,134,105,5,144,0,1,154,0
,8188143,0,1,CLEAN,,2,2,0,bosch_default,69,0,320,495,598130.81,42.520,13.264,99955.50,134,107,5,144,0,1,153,0
,8188143,0,1,CLEAN,,2,2,0,bosch_default,69,0,320,495,598130.81,42.510,13.279,99955.28,134,107,5,144,0,1,154,0
,8188144,0,1,CLEAN,,3,3,0,bosch_default,69,0,320,495,631319.37,42.775,13.154,99958.30,133,107,5,144,0,1,150,0
,8188144,0,1,CLEAN,,3,3,0,bosch_default,69,0,320,495,631319.37,42.742,13.158,99957.71,133,107,5,144,0,1,151,0
,8188145,0,1,CLEAN,,4,4,0,bosch_default,69,0,320,495,661285.12,42.895,12.644,99971.38,135,110,5,144,0,1,150,0
,8188146,0,1,CLEAN,,5,5,0,bosch_default,69,0,320,495,588336.69,42.835,13.109,99951.03,136,105,5,144,0,1,149,0
,8188148,0,1,CLEAN,,6,6,0,bosch_default,69,0,320,495,599707.19,42.442,13.049,99966.58,136,110,5,144,0,1,153,0
,8188149,0,1,CLEAN,,7,7,0,bosch_default,69,0,320,495,519006.59,42.668,12.388,99956.80,142,105,5,144,0,1,150,0
,8188149,0,1,CLEAN,,7,7,0,bosch_default,69,0,320,495,519006.59,42.638,12.391,99958.16,142,105,5,144,0,1,151,0
,8190802,0,1,CLEAN,,1,1,0,bosch_default,69,3,100,2970,66737272.00,40.886,13.960,99957.88,149,51,30,144,0,1,18,119
,8192765,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,90052904.00,41.211,13.547,99948.23,150,52,30,128,0,0,33,134
,8193470,0,1,CLEAN,,6,6,0,bosch_default,69,3,100,2970,90332184.00,41.145,13.375,99965.23,151,55,30,144,0,1,37,139
,8195570,0,1,CLEAN,,4,4,0,bosch_default,69,5,200,495,4038452.00,42.105,13.402,99972.00,160,79,5,128,0,0,52,157
,8196969,0,1,CLEAN,,0,0,0,bosch_default,69,7,320,495,2339234.75,41.462,15.015,99939.76,175,107,5,144,0,1,63,166
,8200051,0,1,CLEAN,,1,1,0,bosch_default,69,2,100,990,63673548.00,41.309,14.352,99963.34,88,51,10,128,0,0,85,66
,8202713,0,1,CLEAN,,3,3,0,bosch_default,69,3,100,2970,77580352.00,41.224,13.711,99961.98,88,52,30,128,0,0,104,208
,8202719,0,1,CLEAN,,5,5,0,bosch_default,69,3,100,2970,57324296.00,41.351,13.477,99952.77,91,52,30,144,0,1,103,209
,8203135,0,1,CLEAN,,5,5,0,bosch_default,69,3,100,2970,57324296.00,41.308,13.658,99952.03,91,52,30,144,0,1,106,2
,8203413,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,72017584.00,41.002,13.826,99955.37,89,52,30,128,0,0,110,76
,8204258,0,1,CLEAN,,7,7,0,bosch_default,69,3,100,2970,70393128.00,41.034,12.971,99959.07,93,50,30,144,0,1,115,219
,8204399,0,1,CLEAN,,6,6,0,bosch_default,69,3,100,2970,79054280.00,40.918,13.735,99965.27,92,55,30,128,0,0,116,78
,8209436,0,1,CLEAN,,1,1,0,bosch_default,69,9,320,495,378348.41,41.966,14.666,99962.63,167,105,5,176,1,1,153,67
,8210976,0,1,CLEAN,,0,0,0,bosch_default,69,2,100,990,65486884.00,40.723,14.957,99948.82,94,52,10,128,0,0,164,100
,8214199,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,62849196.00,40.872,13.960,99955.18,89,52,30,144,0,1,188,77
,8215743,0,1,CLEAN,,6,6,0,bosch_default,69,3,100,2970,71604480.00,40.760,13.727,99965.70,92,55,30,144,0,1,198,81
,8218543,0,1,CLEAN,,4,4,0,bosch_default,69,7,320,495,2624799.75,42.234,13.472,99974.75,170,110,5,144,0,1,217,164
,8218680,0,1,CLEAN,,1,1,0,bosch_default,69,7,320,495,269119.59,41.573,14.817,99958.16,167,105,5,176,1,1,220,66
,8224983,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,58396972.00,40.769,14.000,99953.29,89,52,30,128,0,0,10,77
,8225122,0,1,CLEAN,,0,0,0,bosch_default,69,3,100,2970,53270472.00,40.126,15.154,99943.34,95,52,30,144,0,1,10,101
,8225968,0,1,CLEAN,,7,7,0,bosch_default,69,3,100,2970,56399312.00,40.777,13.262,99956.02,94,50,30,128,0,0,15,155
,8226526,0,1,CLEAN,,3,3,0,bosch_default,69,3,100,2970,63167228.00,40.840,14.078,99961.33,88,52,30,144,0,1,19,170
,8226950,0,1,CLEAN,,6,6,0,bosch_default,69,4,200,495,53205600.00,40.923,13.908,99961.84,136,80,5,144,0,1,23,80
,8227925,0,1,CLEAN,,1,1,0,bosch_default,69,5,200,495,1725721.50,40.992,14.848,99957.88,134,76,5,176,1,1,31,66
,8235628,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,55538984.00,40.699,14.066,99957.41,89,52,30,128,0,0,87,76
,8237167,0,1,CLEAN,,1,1,0,bosch_default,69,3,100,2970,35367512.00,40.068,14.782,99960.80,89,51,30,160,1,0,98,66
,8238294,0,1,CLEAN,,6,6,0,bosch_default,69,5,200,495,2474924.50,41.320,14.101,99970.26,136,80,5,144,0,1,105,81
,8238990,0,1,CLEAN,,0,0,0,bosch_default,69,6,200,495,2002934.00,40.823,15.407,99949.81,141,77,5,144,0,1,110,99
,8241515,0,1,CLEAN,,4,4,0,bosch_default,69,9,320,495,423928.78,42.620,13.735,99974.30,170,110,5,144,0,1,126,164
,8246273,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,53368080.00,40.629,14.118,99954.82,89,52,30,128,0,0,164,76
,8246552,0,1,CLEAN,,1,1,0,bosch_default,69,3,100,2970,42862000.00,40.065,14.746,99960.02,89,51,30,128,0,0,166,67
,8246838,0,1,CLEAN,,7,7,0,bosch_default,69,3,100,2970,52219920.00,40.637,13.261,99958.50,94,50,30,144,0,1,165,149
,8246978,0,1,CLEAN,,5,5,0,bosch_default,69,3,100,2970,43415700.00,40.867,13.771,99956.73,91,52,30,128,0,0,164,57
,8249361,0,1,CLEAN,,6,6,0,bosch_default,69,5,200,495,2210469.50,41.345,14.137,99966.17,137,80,5,176,1,1,185,79
,8250199,0,1,CLEAN,,3,3,0,bosch_default,69,6,200,495,2435196.25,41.658,14.243,99962.60,134,77,5,144,0,1,189,169
,8252997,0,1,CLEAN,,0,0,0,bosch_default,69,1,100,198,412903.22,41.320,15.296,99949.38,94,52,2,144,0,1,211,100
,8255937,0,1,CLEAN,,1,1,0,bosch_default,69,3,100,2970,41956468.00,40.080,14.707,99959.51,89,51,30,144,0,1,234,67
,8256918,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,52851612.00,40.576,14.160,99958.95,89,52,30,144,0,1,241,76
,8260984,0,1,CLEAN,,6,6,0,bosch_default,69,7,320,495,2022216.75,41.550,14.117,99968.27,171,110,5,144,0,1,13,83
,8265042,0,1,CLEAN,,4,4,0,bosch_default,69,2,100,990,74282800.00,41.335,13.401,99982.20,91,54,10,144,0,1,39,168
,8265319,0,1,CLEAN,,1,1,0,bosch_default,69,3,100,2970,41716104.00,40.156,14.651,99960.77,89,51,30,144,0,1,46,67
,8267562,0,1,CLEAN,,2,2,0,bosch_default,69,3,100,2970,51120124.00,40.518,14.153,99957.69,90,52,30,128,0,0,62,76
